title,year,forid,,,,
"Comment on ""Generating Scenario Trees for Multistage Decision Problems"".",2002,806,,,,
Turn and Earn Incentives with a Product Line.,2014,806,,,,
An Approximate Dynamic Programming Approach to Multidimensional Knapsack Problems.,2002,806,,,,
The Impact of Royalty Contract Revision in a Multistage Strategic R&D Alliance.,2012,806,,,,
Sunk Cost Fallacy in Driving the World's Costliest Cars.,2018,806,,,,
Heterogeneity in Women's Adherence and Its Role in Optimal Breast Cancer Screening Policies.,2016,806,,,,
Parallel and Sequential Testing of Design Alternatives.,2001,806,,,,
When 3 + 1 > 4: Gift Structure and Reciprocity in the Field.,2016,806,,,,
"Product Market Competition, Managerial Compensation, and Firm Size in Market Equilibrium.",2013,806,,,,
Private Equity and Industry Performance.,2017,806,,,,
Dynamic Experiments for Estimating Preferences: An Adaptive Method of Eliciting Time and Risk Parameters.,2013,806,,,,
Optimal Multiperiod Pricing with Service Guarantees.,2014,806,,,,
A Note on Feedback Sequential Equilibria in a Lanchester Model with Empirical Application.,2006,806,,,,
Awareness Reduces Racial Bias.,2018,806,,,,
Expertise in Online Markets.,2017,806,,,,
Competition Between Organizational Groups: Its Impact on Altruistic and Antisocial Motivations.,2012,806,,,,
Hidden Persuaders: Do Small Gifts Lubricate Business Negotiations?,2019,806,,,,
Representing and Solving Decision Problems with Limited Information.,2001,806,,,,
Effects of Piracy on Quality of Information Goods.,2013,806,,,,
Which GARCH Model for Option Valuation?,2004,806,,,,
Detecting Management Fraud in Public Companies.,2010,806,,,,
A Likelihood Approach to Estimating Market Equilibrium Models.,2004,806,,,,
"Prospect Theory, Liquidation, and the Disposition Effect.",2012,806,,,,
Management Insights.,2010,806,,,,
The Machine Maintenance and Sale Age Model of Kamien and Schwartz Revisited.,2007,806,,,,
The Fresh Start Effect: Temporal Landmarks Motivate Aspirational Behavior.,2014,806,,,,
Effective Reminders.,2017,806,,,,
Online Shopping and Platform Design with Ex Ante Registration Requirements.,2018,806,,,,
Consideration Set Formation with Multiproduct Firms: The Case of Within Firm and Across Firm Evaluation Costs.,2013,806,,,,
Spillover Asymmetry and Why It Matters.,2009,806,,,,
Does Adding Inventory Increase Sales? Evidence of a Scarcity Effect in U.S. Automobile Dealerships.,2019,806,,,,
Optimal Pricing with Speculators and Strategic Consumers.,2010,806,,,,
"Political Values, Culture, and Corporate Litigation.",2015,806,,,,
Knowledge and Productivity in Technical Support Work.,2003,806,,,,
Cultivating Trust and Harvesting Value in Virtual Communities.,2008,806,,,,
Do Customers Learn from Experience? Evidence from Retail Banking.,2013,806,,,,
Ranking Contingent Monitoring Systems.,2007,806,,,,
Erratum   A Contract and Balancing Mechanism for Sharing Capacity in a Communication Network.,2007,806,,,,
Multistage Capital Budgeting with Delayed Consumption of Slack.,2013,806,,,,
"Clustering, Agency Costs and Operating Efficiency: Evidence from Nursing Home Chains.",2013,806,,,,
Speculation Spillovers.,2015,806,,,,
Gale Shapley Stable Marriage Problem Revisited: Strategic Issues and Applications.,2001,806,,,,
The Demand Effects of Joint Product Advertising in Online Videos.,2015,806,,,,
Targeted Advertising in Magazine Markets and the Advent of the Internet.,2014,806,,,,
An Empirical Analysis of Mobile Voice Service and SMS: A Structural Model.,2010,806,,,,
Does the Standardization Process Matter? A Study of Cost Effectiveness in Hospital Drug Formularies.,2008,806,,,,
"Financial Asset Returns, Direction of Change Forecasting, and Volatility Dynamics.",2006,806,,,,
Integrated Product Architecture and Pricing for Managing Sequential Innovation.,2011,806,,,,
A Multi Exchange Heuristic for the Single Source Capacitated Facility Location Problem.,2004,806,,,,
Buyer Uncertainty and Two Part Pricing: Theory and Applications.,2010,806,,,,
How Near Misses Influence Decision Making Under Risk: A Missed Opportunity for Learning.,2008,806,,,,
Optimal Bundling of Technological Products with Network Externality.,2010,806,,,,
Horizontal Mergers in Multitier Decentralized Supply Chains.,2014,806,,,,
Can Investment Shocks Explain the Cross Section of Equity Returns?,2017,806,,,,
Up Close and Personal: Investor Sophistication and the Disposition Effect.,2006,806,,,,
Do Stock Options Overcome Managerial Risk Aversion? Evidence from Exercises of Executive Stock Options.,2017,806,,,,
Linear Programming Under Uncertainty.,2004,806,,,,
Intellectual Property Strategy and the Long Tail: Evidence from the Recorded Music Industry.,2018,806,,,,
Experiments on Compound Risk in Relation to Simple Risk and to Ambiguity.,2015,806,,,,
Stars and Misfits: Self Employment and Labor Market Frictions.,2011,806,,,,
Deadlines in Product Development.,2016,806,,,,
"Everything We Do, You Do: The Licensing Effect of Prosocial Marketing Messages on Consumer Behavior.",2018,806,,,,
Testing for Prudence and Skewness Seeking.,2011,806,,,,
"Network Ties, Reputation, and the Financing of New Ventures.",2002,806,,,,
Accounting Conservatism and Managerial Incentives.,2005,806,,,,
The Latest Arrival Hub Location Problem.,2001,806,,,,
Cash Hedging in a Supply Chain.,2019,806,,,,
"Causal Ambiguity, Complexity, and Capability Based Advantage.",2009,806,,,,
Customer Targeting: A Neural Network Approach Guided by Genetic Algorithms.,2005,806,,,,
"Strategic Resource Allocation: Top Down, Bottom Up, and the Value of Strategic Buckets.",2015,806,,,,
Quantitative Easing and Volatility Spillovers Across Countries and Asset Classes.,2017,806,,,,
Overconfident Competing Newsvendors.,2017,806,,,,
Special Issue on University Entrepreneurship and Technology Transfer: Organizational Endowments and the Performance of University Start ups.,2002,806,,,,
What Are Investors Willing to Pay to Customize Their Investment Product?,2013,806,,,,
Management Insights.,2016,806,,,,
Supplier Encroachment Under Asymmetric Information.,2014,806,,,,
Incentives for Efficient Inventory Management: The Role of Historical Cost.,2005,806,,,,
Random Projection Estimation of Discrete Choice Models with Large Choice Sets.,2019,806,,,,
Special Issue on University Entrepreneurship and Technology Transfer: A Comparison of U.S. and European University Industry Relations in the Life Sciences.,2002,806,,,,
Career Prospects and Effort Incentives: Evidence from Professional Soccer.,2016,806,,,,
Searching for Google's Value: Using Prediction Markets to Forecast Market Capitalization Prior to an Initial Public Offering.,2009,806,,,,
Location Choices Across the Value Chain: How Activity and Capability Influence Collocation.,2006,806,,,,
Do Earnings Estimates Add Value to Sell Side Analysts' Investment Recommendations?,2017,806,,,,
"The Impact of Competition on ""Make or Buy"" Decisions: Evidence from the Spanish Local TV Industry.",2018,806,,,,
Risky Choices and Correlated Background Risk.,2005,806,,,,
Simple Models for Multiattribute Choice with Many Alternatives: When It Does and Does Not Pay to Face Trade offs with Binary Attributes.,2005,806,,,,
Optimal Entry Timing in Markets with Social Influence.,2009,806,,,,
Randomization vs. Selection: How to Choose in the Absence of Preference?,2010,806,,,,
Special Issue on Design and Development: Project Management Under Risk: Using the Real Options Approach to Evaluate Flexibility in R...D.,2001,806,,,,
Missing Links: Referrer Behavior and Job Segregation.,2013,806,,,,
Benefits of Skill Chaining in Serial Production Lines with Cross Trained Workers.,2004,806,,,,
On the Benefits of Collaborative Forecasting Partnerships Between Retailers and Manufacturers.,2007,806,,,,
Turning Visitors into Customers: A Usability Centric Perspective on Purchase Behavior in Electronic Channels.,2006,806,,,,
Quality and Pricing Decisions in a Market with Consumer Information Sharing.,2019,806,,,,
Exploring the Structure of Complex Software Designs: An Empirical Study of Open Source and Proprietary Code.,2006,806,,,,
Management Insights.,2015,806,,,,
Prioritization via Stochastic Optimization.,2015,806,,,,
Perturbing Nonnormal Confidential Attributes: The Copula Approach.,2002,806,,,,
Efficiency Driven Heavy Traffic Approximations for Many Server Queues with Abandonments.,2004,806,,,,
Special Issue on Design and Development: Recombinant Uncertainty in Technological Search.,2001,806,,,,
Producer Supplier Contracts with Incomplete Information.,2001,806,,,,
Management Insights.,2012,806,,,,
Management Insights.,2015,806,,,,
Do Your Online Friends Make You Pay? A Randomized Field Experiment on Peer Influence in Online Social Networks.,2015,806,,,,
Full Stock Payment Marginalization in Merger and Acquisition Transactions.,2018,806,,,,
Multiechelon Procurement and Distribution Policies for Traded Commodities.,2011,806,,,,
Integrating Long  and Short Term Contracting via Business to Business Exchanges for Capital Intensive Industries.,2003,806,,,,
Research Note: Determinants of Country Level Investment in Information Technology.,2007,806,,,,
Management Insights.,2014,806,,,,
The Effect of Learning on Ambiguity Attitudes.,2018,806,,,,
Standardization and the Effectiveness of Online Advertising.,2015,806,,,,
"Multiple Criteria Decision Making, Multiattribute Utility Theory: Recent Accomplishments and What Lies Ahead.",2008,806,,,,
Industry Level Supplier Driven IT Spillovers.,2007,806,,,,
Retail Channel Structure Impact on Strategic Engineering Product Design.,2011,806,,,,
Aggregate Impact of Different Brand Development Strategies.,2015,806,,,,
On Implications of Demand Censoring in the Newsvendor Problem.,2013,806,,,,
On the Nonexclusivity of Loan Contracts: An Empirical Investigation.,2016,806,,,,
Search Engine Advertising: Channel Substitution When Pricing Ads to Context.,2011,806,,,,
Loss Aversion with a State Dependent Reference Point.,2011,806,,,,
Supporting Tax Policy Change Through Accounting Discretion: Evidence from the 2012 Elections.,2018,806,,,,
On the Size of the Gender Difference in Competitiveness.,2018,806,,,,
Gift Exchange in the Workplace: Addressing the Conflicting Evidence with a Careful Test.,2018,806,,,,
Dynamic Conversion Behavior at E Commerce Sites.,2004,806,,,,
"Investment, Capital Structure, and Complementarities Between Debt and New Equity.",2002,806,,,,
Incentives for Retailer Forecasting: Rebates vs. Returns.,2009,806,,,,
Trimmed Opinion Pools and the Crowd's Calibration Problem.,2014,806,,,,
Creating Social Contagion Through Viral Product Design: A Randomized Trial of Peer Influence in Networks.,2011,806,,,,
Goal Setting and Monetary Incentives: When Large Stakes Are Not Enough.,2015,806,,,,
Truth or Consequences: An Experiment.,2003,806,,,,
Sponsored Search Marketing: Dynamic Pricing and Advertising for an Online Retailer.,2015,806,,,,
Impact of Licensing on Investment and Financing of Technology Development.,2006,806,,,,
When Suppliers Climb the Value Chain: A Theory of Value Distribution in Vertical Relationships.,2017,806,,,,
Aggregation and Manipulation in Prediction Markets: Effects of Trading Mechanism and Information Distribution.,2012,806,,,,
"Celebrity Endorsements, Firm Value, and Reputation Risk: Evidence from the Tiger Woods Scandal.",2014,806,,,,
Asymptotic Distribution of the EMS Option Price Estimator.,2001,806,,,,
An Interproduct Competition Model Incorporating Branding Hierarchy and Product Similarities Using Store Level Data.,2015,806,,,,
Incorporating Workflow Interference in Facility Layout Design: The Quartic Assignment Problem.,2002,806,,,,
Local Market Characteristics and Online to Offline Commerce: An Empirical Analysis of Groupon.,2018,806,,,,
The Role of Volition in Organizational Learning: The Case of Automotive Product Recalls.,2004,806,,,,
Market Madness? The Case of Mad Money.,2012,806,,,,
Sharing Guilt: How Better Access to Information May Backfire.,2019,806,,,,
Adaptive Behavior of Impatient Customers in Tele Queues: Theory and Empirical Support.,2002,806,,,,
Onshore and Offshore Hedge Funds: Are They Twins?,2014,806,,,,
Do Scientists Pay to Be Scientists?,2004,806,,,,
"Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab in the Field Experiment.",2016,806,,,,
Inducing Social Norms in Laboratory Allocation Choices.,2015,806,,,,
Confidence in Imitation: Niche Width Strategy in the UK Automobile Industry.,2006,806,,,,
Should Event Organizers Prevent Resale of Tickets?,2014,806,,,,
"Acquisitions, Node Collapse, and Network Revolution.",2018,806,,,,
Strategic Commitments for an Optimal Capacity Decision Under Asymmetric Forecast Information.,2006,806,,,,
Management Insights.,2014,806,,,,
The Impact of Advice on Women's and Men's Selection into Competition.,2015,806,,,,
A Suggested Computation for Maximal Multi Commodity Network Flows.,2004,806,,,,
A Dynamic Programming Procedure for Pricing American Style Asian Options.,2002,806,,,,
